,Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,Elite%,review_id,1_weight,2_weight,3_weight,4_weight,5_weight,6_weight,7_weight,8_weight,fpl_id,Value,real_id,team,Missing
264,M,264,Burns,5.0,5.0,Ipswich,71.2,2.526,70.0,2.002,70.0,2.9760000000000004,68.8,2.512,68.8,2.862,64.6,2.62,63.4,2.39,62.2,6.3592255125,0.0,264,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,264.0,5.0,264,0,0.0
265,M,265,Chaplin,5.5,5.5,Ipswich,77.8,3.2539999999999996,76.0,2.534,75.4,3.926,74.2,3.2539999999999996,73.6,3.7679999999999993,71.2,3.514,68.2,3.1239999999999997,66.4,8.209750112499998,0.0,265,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,265.0,5.5,265,0,0.0
266,D,266,Clarke,4.0,4.0,Ipswich,36.0,0.0,37.8,0.036,38.4,0.08399999999999999,38.4,0.076,39.6,0.13,39.6,0.12200000000000001,39.6,0.12,39.6,0.515175325,0.0,266,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,266.0,4.0,266,0,0.0
267,D,267,Davis,4.5,4.5,Ipswich,85.2,1.73,83.4,0.644,81.6,2.594,81.0,1.84,82.2,2.428,81.0,2.174,79.8,1.78,79.2,6.103116212499999,0.03,267,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,267.0,4.5,267,0,0.0
268,F,268,Delap,5.5,5.5,Ipswich,48.2,1.7779999999999998,51.2,1.56,53.6,2.34,54.2,2.022,54.2,2.334,52.4,2.148,52.4,2.0020000000000002,51.2,5.924431262499999,0.01,268,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,268.0,5.5,268,0,0.0
269,D,269,Edmundson,4.0,4.0,Ipswich,42.6,0.36,43.8,0.20600000000000002,43.8,0.612,44.4,0.484,45.6,0.608,45.0,0.578,45.0,0.52,46.8,1.4887712249999998,0.0,269,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,269.0,4.0,269,0,0.0
270,D,270,Greaves,4.0,4.0,Ipswich,75.6,1.094,76.2,0.36400000000000005,74.4,1.7660000000000002,73.8,1.24,72.0,1.62,72.6,1.426,73.2,1.234,72.0,4.1770092375,0.01,270,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,270.0,4.0,270,0,0.0
271,M,271,Harness,5.0,5.0,Ipswich,17.0,0.81,19.0,0.82,21.0,1.16,22.0,1.05,24.0,1.24,21.0,1.03,17.0,0.82,15.0,2.758270875,0.0,271,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,271,0,0.0
272,F,272,Hirst,5.5,5.5,Ipswich,56.46,2.378,54.66,1.9,53.46,2.796,53.46,2.3480000000000003,52.86,2.688,52.26,2.5420000000000003,51.06,2.3160000000000003,51.06,6.2192796375,0.0,272,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,272.0,5.5,272,0,0.0
273,M,273,Humphreys,4.5,4.5,Ipswich,3.0,0.17,5.0,0.21,6.0,0.2700000000000001,7.0,0.31,8.0,0.33,7.0,0.31,8.0,0.33,8.0,1.3369735,0.0,273,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,273,0,0.0
274,M,274,Hutchinson,5.5,5.5,Ipswich,78.0,2.918,76.2,2.3080000000000003,73.8,3.4,73.8,2.888,73.2,3.316,72.0,3.1559999999999997,70.8,2.864,70.2,7.604660512500001,0.01,274,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,274.0,5.5,274,0,0.0
275,D,275,Johnson,4.0,4.0,Ipswich,79.8,1.396,77.4,0.51,76.2,2.066,75.6,1.486,74.4,1.91,73.8,1.696,74.4,1.47,74.4,4.917991024999999,0.02,275,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,275.0,4.0,275,0,0.0
276,F,276,Ladapo,4.5,4.5,Ipswich,9.0,0.55,10.0,0.5,11.0,0.68,11.0,0.62,13.0,0.75,12.0,0.69,10.0,0.57,10.0,2.25857475,0.03,276,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,276,0,0.0
277,M,277,Luongo,4.5,4.5,Ipswich,78.0,1.9880000000000002,76.8,1.6440000000000001,76.2,2.25,75.6,1.9420000000000002,75.0,2.188,75.0,2.116,73.8,1.9639999999999997,73.8,5.375284987499999,0.0,277,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,277.0,4.5,277,0,0.0
278,M,278,Morsy,5.0,5.0,Ipswich,89.73200000000001,2.19,87.932,1.804,87.932,2.494,86.73200000000001,2.172,86.73200000000001,2.468,85.53200000000001,2.372,84.33200000000001,2.182,84.33200000000001,5.639092449999998,0.0,278,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,278.0,5.0,278,0,0.0
279,D,279,Ndaba,4.0,4.0,Ipswich,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,0.0,279,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,279.0,4.0,279,0,0.0
280,G,280,Slicker,4.0,4.0,Ipswich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,280,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,280,0,0.0
281,M,281,Taylor,5.0,5.0,Ipswich,27.0,1.04,31.0,1.05,30.0,1.26,31.0,1.1699999999999997,32.0,1.29,33.0,1.3,31.0,1.16,32.0,4.7496996875,0.0,281,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,281,0,0.0
282,D,282,Tuanzebe,4.0,4.0,Ipswich,51.6,0.584,51.6,0.302,53.4,0.9079999999999999,54.0,0.7119999999999999,54.6,0.888,54.6,0.8240000000000001,54.0,0.708,54.0,2.375160175,0.01,282,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,282.0,4.0,282,0,0.0
283,G,283,Walton,4.5,4.5,Ipswich,2.0,0.05999999999999999,3.0,0.09,3.0,0.11,4.0,0.14,6.0,0.2,4.0,0.14,5.0,0.18,7.0,0.8583561874999999,0.0,283,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,283,0,0.0
284,D,284,Woolfenden,4.0,4.0,Ipswich,73.2,0.978,72.0,0.30200000000000005,71.4,1.508,70.8,1.062,69.6,1.35,72.0,1.25,71.4,1.068,70.2,3.6420961750000003,0.01,284,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,284.0,4.0,284,0,0.0
285,M,285,B.Soumaré,4.5,4.5,Leicester,52.8,1.318,53.4,1.28,54.0,1.37,52.8,1.236,54.0,1.4039999999999997,55.8,1.128,55.2,1.4580000000000002,55.2,3.6868035624999993,0.0,285,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,285.0,4.5,285,0,0.0
286,F,286,Cannon,4.5,4.5,Leicester,6.0,0.42,8.0,0.49,11.0,0.65,11.0,0.6,12.0,0.72,13.0,0.61,11.0,0.7099999999999999,12.0,2.9044907499999995,0.01,286,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,286,0,0.0
287,M,287,Choudhury,4.5,4.5,Leicester,33.6,0.9,37.2,0.9600000000000002,39.0,1.026,40.8,1.0099999999999998,42.0,1.1440000000000001,40.2,0.882,42.0,1.14,40.8,3.19025765,0.0,287,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,287.0,4.5,287,0,0.0
288,D,288,Coady,4.0,4.0,Leicester,40.2,0.09,42.0,0.24799999999999997,43.2,0.27399999999999997,46.2,0.36199999999999993,46.2,0.514,47.4,0.276,48.0,0.6779999999999999,48.0,1.6100492750000002,0.02,288,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,288.0,4.0,288,0,0.0
289,F,289,Daka,5.0,5.0,Leicester,42.888000000000005,1.9040000000000001,44.088,2.346,44.088,2.52,42.888000000000005,2.216,42.888000000000005,2.5639999999999996,42.888000000000005,1.75,44.088,2.7520000000000007,43.488,6.517908675000001,0.02,289,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,289.0,5.0,289,0,0.0
290,M,290,De Cordova-Reid,5.5,5.5,Leicester,43.2,1.8940000000000001,43.8,1.8780000000000001,45.0,2.048,45.0,1.824,45.6,2.142,45.0,1.47,45.0,2.17,43.8,5.4210080625,0.0,290,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,290.0,5.5,290,0,0.0
291,D,291,Faes,4.0,4.0,Leicester,90.0,1.8659999999999999,88.2,1.798,87.0,2.0,85.2,1.74,85.2,2.6120000000000005,85.2,0.706,84.6,2.386,84.6,5.493451925,0.09,291,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,291.0,4.0,291,0,0.0
292,M,292,Golding,4.5,4.5,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313203749999999,0.0,292,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,292,0,0.0
293,G,293,Hermansen,4.5,4.5,Leicester,92.4,3.1320000000000006,91.8,3.1039999999999996,91.2,3.114,90.0,3.036,90.0,3.306,89.4,2.8680000000000003,88.8,3.1639999999999997,88.8,8.1485811625,0.01,293,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,293.0,4.5,293,0,0.0
294,G,294,Iversen,4.0,4.0,Leicester,1.0,0.04,2.0,0.07,2.0,0.08,5.0,0.15,5.0,0.18,5.0,0.18,6.0,0.23,6.0,0.8475639999999999,0.01,294,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,294,0,0.0
295,D,295,Justin,4.5,4.5,Leicester,58.8,1.0439999999999998,60.6,1.1079999999999999,58.8,1.202,61.2,1.126,62.4,1.6560000000000001,58.8,0.552,60.6,1.55,61.2,3.3286872749999996,0.0,295,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,295.0,4.5,295,0,0.0
296,D,296,Kristiansen,4.5,4.5,Leicester,56.4,1.068,56.4,1.032,57.0,1.1560000000000001,57.6,1.06,57.0,1.4480000000000002,57.6,0.57,57.0,1.344,57.6,3.0000587624999997,0.0,296,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,296.0,4.5,296,0,0.0
297,M,297,Marcal,4.5,4.5,Leicester,7.0,0.42,8.0,0.47,11.0,0.57,12.0,0.58,12.0,0.64,13.0,0.56,11.0,0.6,12.0,2.4996801875,0.0,297,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,297,0,0.0
298,M,298,Mavididi,5.5,5.5,Leicester,78.84,3.4920000000000004,77.04,3.298,75.24,3.5179999999999993,75.84,3.116,73.44,3.59,73.44,2.366,72.24,3.6620000000000004,73.44,9.1708552625,0.01,298,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,298.0,5.5,298,0,0.0
299,M,299,McAteer,5.0,5.0,Leicester,22.0,1.16,23.0,1.24,24.0,1.32,25.0,1.24,26.0,1.46,27.0,1.11,26.0,1.5,26.0,5.382830499999999,0.0,299,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,299,0,0.0
300,M,300,Ndidi,5.0,5.0,Leicester,70.676,2.2460000000000004,70.07600000000001,2.096,68.876,2.232,67.676,2.006,68.27600000000001,2.282,66.476,1.6380000000000001,66.476,2.25,66.476,5.7075689625,0.0,300,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,300.0,5.0,300,0,0.0
301,D,301,Okoli,4.0,4.0,Leicester,67.8,1.188,67.8,1.15,68.4,1.3259999999999998,68.4,1.1580000000000001,68.4,1.742,68.4,0.49199999999999994,66.6,1.5539999999999998,69.0,3.5501079625,0.0,301,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,301.0,4.0,301,0,0.0
302,D,302,Ricardo,4.5,4.5,Leicester,85.8,1.818,82.2,1.6740000000000002,79.8,1.818,78.0,1.538,76.8,2.276,77.4,0.6859999999999999,76.8,2.0980000000000003,75.6,5.0429061375,0.0,302,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,302.0,4.5,302,0,0.0
303,D,303,Souttar,4.0,4.0,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,303,0,0.0
304,G,304,Stolarczyk,4.0,4.0,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,304,0,0.0
305,D,305,Thomas,4.0,4.0,Leicester,46.8,0.45400000000000007,47.4,0.478,48.6,0.572,48.6,0.528,48.6,0.6859999999999999,49.2,0.33,51.0,0.7340000000000001,50.4,1.9197768375000002,0.01,305,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,305.0,4.0,305,0,0.0
306,F,306,Vardy,5.5,5.5,Leicester,49.776,1.9160000000000001,49.776,2.362,47.976000000000006,3.11,48.576,2.752,47.976000000000006,3.196,47.976000000000006,2.142,47.376000000000005,3.2439999999999998,47.376000000000005,7.957229175,0.06,306,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,306.0,5.5,306,0,0.0
307,D,307,Vestergaard,4.0,4.0,Leicester,69.0,1.1139999999999999,68.4,1.082,69.6,1.2280000000000002,67.8,1.088,68.4,1.5959999999999999,69.0,0.488,67.8,1.46,67.8,3.6073946249999995,0.02,307,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,307.0,4.0,307,0,0.0
308,G,308,Ward,4.0,4.0,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,308,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,308,0,0.0
309,M,309,Winks,4.5,4.5,Leicester,90.52,2.37,87.52,2.234,86.92,2.3760000000000003,85.12,2.1319999999999997,84.52,2.4079999999999995,83.92,1.7520000000000002,84.52,2.448,85.12,5.988633512500001,0.12,309,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,309.0,4.5,309,0,0.0
310,G,310,A.Becker,5.5,5.5,Liverpool,92.4,4.02,91.8,3.9360000000000004,91.8,3.418,90.6,4.056,91.2,3.846,90.0,3.6660000000000004,90.6,3.508,90.6,9.181894412499998,0.11,310,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,310.0,5.5,310,0,0.0
311,D,311,Alexander-Arnold,7.0,7.0,Liverpool,87.0,4.914,82.8,4.65,82.8,3.08,82.2,4.925999999999999,81.6,4.566,81.0,3.826,79.8,3.446,81.0,9.2759065625,0.22,311,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,311.0,7.0,311,0,0.0
312,M,312,Bajcetic,4.5,4.5,Liverpool,2.0,0.11999999999999998,4.0,0.21,4.0,0.2,6.0,0.3,5.0,0.26,6.0,0.2700000000000001,6.0,0.29,7.0,1.1979945,0.0,312,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,312,0,0.0
313,D,313,Bradley,5.0,5.0,Liverpool,43.2,0.576,46.8,0.8540000000000001,48.0,0.804,46.8,1.014,48.6,1.0959999999999999,48.6,0.9920000000000002,49.2,0.94,49.2,2.6401100874999996,0.01,313,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,313.0,5.0,313,0,0.0
314,M,314,Carvalho,5.0,5.0,Liverpool,13.0,0.698,14.2,0.66,14.8,0.894,15.4,0.686,15.4,0.82,16.0,0.8959999999999999,16.6,0.916,16.6,1.8890483374999996,0.01,314,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,314.0,5.0,314,0,0.0
315,M,315,Clark,4.5,4.5,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,315,0,0.0
316,F,316,Darwin,7.5,7.5,Liverpool,41.6,2.998,42.2,3.0720000000000005,43.4,2.51,44.6,3.282,44.0,3.27,45.2,2.7960000000000003,44.6,2.71,45.2,7.509542112499999,0.08,316,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,316.0,7.5,316,0,0.0
317,M,317,Diogo J.,7.5,7.5,Liverpool,55.6,4.21,55.0,4.138,54.4,3.32,54.4,4.224,54.4,4.184,53.2,3.5439999999999996,53.8,3.418,53.8,8.772893625,0.04,317,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,317.0,7.5,317,0,0.0
318,M,318,Doak,4.5,4.5,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,318,0,0.0
319,M,319,Elliott,5.5,5.5,Liverpool,28.8,1.7080000000000002,28.8,1.6960000000000002,30.0,1.4880000000000002,30.6,1.842,30.6,1.8,31.2,1.63,30.0,1.53,30.6,4.354070075,0.02,319,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,319.0,5.5,319,0,0.0
320,M,320,Endo,5.0,5.0,Liverpool,65.8,2.406,64.6,2.33,62.8,1.9420000000000002,63.4,2.3960000000000004,61.6,2.272,62.2,2.038,61.0,1.976,61.0,5.339007862499999,0.0,320,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,320.0,5.0,320,0,0.0
321,F,321,Gakpo,7.5,7.5,Liverpool,41.583999999999996,2.3139999999999996,42.784,2.842,43.983999999999995,2.456,43.983999999999995,3.09,45.184,3.174,46.38399999999999,2.734,45.184,2.6439999999999997,46.38399999999999,7.2789386875,0.07,321,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,321.0,7.5,321,0,0.0
322,D,322,Gomez,5.0,5.0,Liverpool,65.4,1.4240000000000002,59.4,1.176,57.0,0.782,57.6,1.242,57.0,1.1340000000000001,56.4,1.02,57.6,0.9860000000000001,58.2,3.2065712749999995,0.01,322,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,322.0,5.0,322,0,0.0
323,M,323,Gravenberch,5.0,5.0,Liverpool,19.6,0.9180000000000001,21.4,1.01,23.2,0.922,22.0,1.056,22.6,1.068,22.6,0.9620000000000001,23.2,0.9440000000000001,23.8,2.9520675749999996,0.0,323,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,323.0,5.0,323,0,0.0
324,M,324,Jones,5.5,5.5,Liverpool,23.6,1.158,24.8,1.21,25.4,1.0659999999999998,26.0,1.31,27.8,1.382,26.6,1.1760000000000002,26.6,1.1420000000000001,27.8,3.5317282,0.0,324,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,324.0,5.5,324,0,0.0
325,G,325,Kelleher,4.5,4.5,Liverpool,1.0,0.05,2.0,0.07,2.0,0.08,4.0,0.17,3.0,0.14,5.0,0.21,4.0,0.17,4.0,0.62271875,0.0,325,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,325,0,0.0
326,D,326,Konaté,5.0,5.0,Liverpool,76.8,2.05,72.6,1.956,71.4,1.376,70.8,2.2060000000000004,71.4,2.008,69.6,1.75,69.0,1.546,70.8,4.6895337875,0.02,326,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,326.0,5.0,326,0,0.0
327,M,327,Luis Díaz,7.5,7.5,Liverpool,66.0,4.232,64.2,4.174,63.6,3.312,63.6,4.272,63.0,4.176,61.2,3.5060000000000002,63.6,3.4539999999999997,61.8,9.1225844375,0.06,327,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,327.0,7.5,327,0,0.0
328,M,328,M.Salah,12.5,12.5,Liverpool,85.8,7.138000000000001,84.0,7.132000000000001,82.8,5.348,82.2,7.222,82.2,7.026,81.6,5.882000000000001,81.0,5.558,80.4,15.1198650625,0.36,328,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,328.0,12.5,328,0,0.0
329,M,329,Mac Allister,6.5,6.5,Liverpool,85.8,4.098000000000001,85.2,4.093999999999999,84.6,3.3320000000000003,83.4,4.192,83.4,4.151999999999999,84.6,3.61,83.4,3.48,82.8,9.089468974999997,0.03,329,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,329.0,6.5,329,0,0.0
330,M,330,McConnell,4.5,4.5,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,330,0,0.0
331,M,331,Morton,4.5,4.5,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05999999999999999,0.0,0.0,1.0,0.2626280625,0.0,331,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,331,0,0.0
332,D,332,N.Phillips,4.0,4.0,Liverpool,36.0,0.0,36.0,0.008,36.0,0.008,36.0,0.012,36.0,0.008,36.0,0.012,36.0,0.012,36.0,0.012,0.0,332,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,332.0,4.0,332,0,0.0
333,D,333,Quansah,4.5,4.5,Liverpool,49.2,1.87,51.0,1.92,51.0,1.306,54.0,2.08,53.4,1.9039999999999997,54.6,1.7839999999999998,54.6,1.6179999999999999,54.0,3.4746951,0.01,333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,333.0,4.5,333,0,0.0
334,D,334,R.Williams,4.0,4.0,Liverpool,36.0,0.0,36.0,0.008,36.0,0.008,36.0,0.012,36.0,0.008,36.0,0.012,36.0,0.012,36.0,0.012,0.0,334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,334.0,4.0,334,0,0.0
335,D,335,Robertson,6.0,6.0,Liverpool,61.8,2.008,74.4,3.466,82.8,2.8480000000000003,80.4,4.508,80.4,4.15,81.6,3.6239999999999997,80.4,3.2120000000000006,78.6,8.3035903875,0.06,335,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,335.0,6.0,335,0,0.0
336,M,336,Szoboszlai,6.5,6.5,Liverpool,54.2,3.15,53.6,3.082,53.6,2.5020000000000002,53.0,3.176,52.4,3.088,52.4,2.696,53.0,2.6060000000000003,51.8,6.917894825000001,0.03,336,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,336.0,6.5,336,0,0.0
337,D,337,Tsimikas,5.0,5.0,Liverpool,43.2,1.6920000000000002,42.0,1.248,39.6,0.522,40.8,0.8880000000000001,40.8,0.82,40.8,0.71,41.4,0.716,42.0,1.4865894499999999,0.01,337,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,337.0,5.0,337,0,0.0
338,D,338,Van den Berg,4.0,4.0,Liverpool,36.0,0.0,36.6,0.032,37.2,0.05199999999999999,36.6,0.054000000000000006,37.8,0.102,37.8,0.092,37.8,0.08800000000000001,37.8,0.3035240999999999,0.0,338,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,338.0,4.0,338,0,0.0
339,D,339,Virgil,6.0,6.0,Liverpool,90.6,4.006,88.8,3.8939999999999997,87.0,2.548,85.8,4.1339999999999995,84.6,3.7659999999999996,84.6,3.3,85.2,2.9739999999999998,85.2,7.682956824999999,0.12,339,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,339.0,6.0,339,0,0.0
340,D,340,Akanji,5.5,5.5,Man City,72.6,2.16,70.8,3.31,71.4,2.406,70.8,2.8960000000000004,69.0,2.022,70.2,2.16,70.2,2.836,70.2,6.805045750000001,0.04,340,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,340.0,5.5,340,0,0.0
341,D,341,Aké,5.5,5.5,Man City,69.6,2.1460000000000004,69.6,3.158,67.8,2.278,67.2,2.6519999999999997,68.4,2.048,67.2,2.0980000000000003,68.4,2.7140000000000004,67.8,6.844219575,0.03,341,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,341.0,5.5,341,0,0.0
342,M,342,Bernardo,6.5,6.5,Man City,75.4,3.366,72.4,4.73,69.4,3.5179999999999993,71.2,4.112,69.4,2.9559999999999995,70.6,3.258,70.0,4.138,68.8,9.713075137499997,0.03,342,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,342.0,6.5,342,0,0.0
343,M,343,Bobb,5.0,5.0,Man City,24.22,1.712,27.22,2.2840000000000003,29.02,1.7060000000000002,31.42,1.778,30.82,1.2860000000000003,32.02,1.4639999999999997,32.62,1.8840000000000001,31.42,4.0401856249999994,0.01,343,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,343.0,5.0,343,0,0.0
344,G,344,Carson,4.0,4.0,Man City,0.0,0.0,0.0,0.0,1.0,0.05999999999999999,1.0,0.05999999999999999,2.0,0.07,1.0,0.05,3.0,0.13,2.0,0.3941669375,0.0,344,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,344,0,0.0
345,M,345,De Bruyne,9.5,9.5,Man City,75.22,4.6739999999999995,71.62,6.416,69.22,4.726,66.82,5.226,68.02,3.9559999999999995,67.42,4.15,66.22,5.241999999999999,67.42,12.3523,0.07,345,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,345.0,9.5,345,0,0.0
346,M,346,Doku,6.5,6.5,Man City,55.176,3.21,52.776,4.053999999999999,49.176,2.756,49.176,3.128,49.176,2.3080000000000003,49.176,2.5020000000000002,50.376000000000005,3.264,49.776,8.1812616,0.03,346,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,346.0,6.5,346,0,0.0
347,G,347,Ederson M.,5.5,5.5,Man City,80.4,3.0839999999999996,73.2,3.55,64.2,2.64,63.0,2.8280000000000003,63.6,2.4019999999999997,64.2,2.442,64.2,2.81,61.2,5.803601025000001,0.06,347,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,347.0,5.5,347,0,0.0
348,M,348,Foden,9.5,9.5,Man City,54.803999999999995,2.826,63.20399999999999,5.66,70.404,5.2379999999999995,69.804,5.966,69.804,4.284,69.204,4.712,68.604,6.028,68.00399999999999,14.477744487499999,0.26,348,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,348.0,9.5,348,0,0.0
349,M,349,Grealish,6.5,6.5,Man City,41.24,1.8679999999999999,38.24,2.946,35.24,2.13,36.44,2.478,37.04,1.8880000000000001,35.84,1.9800000000000002,35.84,2.5180000000000002,37.04,6.7487234875,0.01,349,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,349.0,6.5,349,0,0.0
350,D,350,Gvardiol,6.0,6.0,Man City,82.2,2.9,81.0,4.54,78.6,3.21,76.8,3.8,78.0,2.71,78.6,2.872,77.4,3.7760000000000002,78.0,9.099940312500001,0.33,350,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,350.0,6.0,350,0,0.0
351,F,351,Haaland,15.0,15.0,Man City,86.6,6.51,82.4,9.486,81.8,6.976,79.4,7.872000000000001,80.6,5.71,79.4,6.182,78.2,7.974000000000001,78.8,17.813522162500004,0.43,351,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,351.0,15.0,351,0,0.0
