Pos,ID,Name,BV,SV,Team,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
M,184,Zaroury,4.6,4.6,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,185,Ampadu,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,186,Andrey,4.2,4.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,187,Arrizabalaga,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,188,Aubameyang,6.5,6.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,189,Azpilicueta,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,190,Baba,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,191,B.Badiashile,4.4,4.4,Chelsea,64,2.07,60,2.73,56,2.25,49,1.07,45,1.21,43,2.97,43,2.89,43,1.68,0.00
G,192,Bettinelli,4.0,4.0,Chelsea,2,0.06,3,0.11,2,0.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,193,Broja,4.9,4.9,Fulham,10,0.64,11,0.69,12,0.70,13,0.75,13,0.81,14,0.88,15,0.75,15,0.99,0.00
D,194,Chalobah,4.3,4.3,Chelsea,5,0.15,7,0.32,14,0.56,11,0.27,10,0.28,6,0.46,7,0.48,7,0.27,0.00
D,195,Chilwell,5.4,5.4,Chelsea,39,1.79,62,3.74,62,3.30,57,1.70,52,1.95,47,4.49,48,4.31,45,2.39,0.01
M,196,Chukwuemeka,4.2,4.2,Chelsea,4,0.19,7,0.35,16,0.81,17,0.73,17,0.80,13,1.27,14,1.35,14,0.74,0.00
D,197,Colwill,4.6,4.6,Chelsea,0,0.00,0,0.00,8,0.34,39,0.88,54,1.47,61,4.24,61,4.13,60,2.33,0.01
D,198,Cucurella,4.8,4.8,Chelsea,60,2.19,38,1.89,35,1.56,25,0.69,21,0.70,19,1.54,18,1.37,21,0.93,0.00
M,199,Enzo,4.8,4.8,Chelsea,75,3.04,73,3.37,71,2.94,72,2.21,72,2.52,70,5.67,69,5.21,69,2.96,0.00
F,200,D.D.Fofana,5.0,5.0,Burnley,81,3.94,78,3.23,77,3.73,76,3.71,75,3.06,76,3.70,75,2.97,75,3.73,0.00
D,201,W.Fofana,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,202,Gallagher,5.4,5.4,Chelsea,77,3.06,76,3.39,75,2.99,73,2.19,74,2.55,72,5.74,72,5.36,72,3.10,0.00
D,203,Gusto,4.3,4.2,Chelsea,60,2.16,72,3.55,75,3.29,67,1.60,58,1.73,43,3.37,43,3.19,45,1.97,0.33
D,204,Hall,4.2,4.2,Newcastle,12,0.50,6,0.27,10,0.36,14,0.58,15,0.78,8,0.36,5,0.45,5,0.23,0.00
M,205,Hudson-Odoi,4.7,4.7,Nott'm Forest,49,2.28,48,1.84,47,2.25,46,1.87,47,1.73,47,2.22,44,1.91,48,2.22,0.00
D,206,James,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,13,0.42,26,1.00,52,4.88,54,4.80,53,2.79,0.00
F,207,Lukaku,6.8,6.8,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,208,Madueke,5.3,5.3,Chelsea,20,1.32,24,1.68,21,1.35,18,0.92,19,1.09,16,2.09,16,1.92,18,1.22,0.00
M,209,Mount,6.8,6.8,Man Utd,23,1.25,26,1.32,29,1.68,36,2.34,34,2.42,34,1.83,33,3.67,33,1.77,0.00
M,210,Mudryk,6.3,6.3,Chelsea,49,2.81,49,3.19,45,2.62,44,1.86,42,2.15,43,5.07,42,4.60,41,2.58,0.00
F,211,N.Jackson,6.8,6.8,Chelsea,77,4.35,63,4.05,50,2.83,51,2.03,57,2.81,69,7.83,69,7.22,68,4.17,0.01
F,212,Nkunku,7.2,7.2,Chelsea,13,0.84,22,1.58,52,3.14,57,2.43,57,3.01,49,6.14,50,5.67,51,3.43,0.00
M,213,Pulisic,5.5,5.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,214,M.Sarr,4.3,4.3,Chelsea,2,0.06,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,215,Slonina,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,216,Sterling,6.9,6.9,Chelsea,51,3.17,53,3.73,48,3.01,48,2.13,48,2.56,45,5.62,45,5.23,46,3.14,0.00
D,217,T.Silva,5.0,5.0,Chelsea,75,2.33,71,3.15,70,2.77,65,1.36,64,1.61,58,3.77,60,3.81,62,2.25,0.00
M,218,Ziyech,5.4,5.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,219,Ahamada,4.3,4.3,Crystal Palace,9,0.39,10,0.40,3,0.15,3,0.32,2,0.12,2,0.13,2,0.12,2,0.09,0.00
D,220,Andersen,4.7,4.7,Crystal Palace,91,2.27,89,1.64,86,1.11,85,4.98,83,2.14,82,2.19,82,2.45,82,2.27,0.00
M,221,J.Ayew,5.4,5.4,Crystal Palace,78,3.19,66,2.31,51,1.84,46,4.30,44,1.86,45,2.06,45,1.95,42,1.93,0.00
D,222,Clyne,4.3,4.3,Crystal Palace,11,0.30,14,0.33,17,0.30,17,1.08,18,0.53,13,0.39,10,0.28,8,0.23,0.00
M,223,C.Doucouré,4.9,4.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,30,0.90,0.00
M,224,Ebiowei,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,225,Edouard,5.3,5.3,Crystal Palace,0,0.00,0,0.00,16,0.70,35,3.76,38,1.82,36,1.89,37,1.81,35,1.85,0.00
M,226,Eze,6.0,6.0,Crystal Palace,85,4.37,80,3.30,77,3.05,75,8.29,74,3.45,72,3.90,74,3.60,75,4.00,0.01
G,227,Guaita,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,228,Guéhi,4.2,4.2,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,33,0.91,69,2.15,80,2.27,0.01
M,229,Hughes,4.9,4.9,Crystal Palace,26,1.02,27,0.96,24,0.85,23,1.84,23,0.88,21,0.85,20,0.78,16,0.68,0.00
G,230,Johnstone,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,231,Lerma,4.7,4.7,Crystal Palace,85,2.36,83,2.08,81,1.97,79,4.56,79,2.15,78,2.24,78,2.19,74,2.12,0.00
F,232,Mateta,4.9,4.9,Crystal Palace,87,3.73,84,2.93,75,2.68,66,6.33,64,2.71,67,3.13,64,2.78,64,2.96,0.00
G,233,Matthews,3.9,3.9,Crystal Palace,1,0.04,2,0.07,3,0.11,4,0.27,4,0.13,3,0.10,4,0.14,3,0.12,0.00
D,234,Mitchell,4.5,4.5,Crystal Palace,84,2.20,79,1.58,79,1.11,79,4.83,77,2.09,75,2.12,73,2.28,71,2.06,0.00
D,235,O'Brien,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,236,Olise,5.6,5.6,Crystal Palace,8,0.39,32,1.22,71,2.59,76,7.46,78,3.27,76,3.60,76,3.33,73,3.45,0.00
F,237,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,238,C.Richards,3.9,3.9,Crystal Palace,91,2.26,88,1.63,86,1.11,85,4.99,83,2.13,79,2.11,76,2.28,73,2.02,0.01
M,239,Riedewald,4.3,4.3,Crystal Palace,3,0.11,4,0.15,4,0.14,5,0.36,4,0.15,4,0.15,3,0.11,3,0.12,0.00
M,240,Schlupp,4.8,4.8,Crystal Palace,41,1.75,40,1.51,30,1.20,28,2.69,28,1.23,27,1.28,24,1.14,22,1.09,0.00
D,241,Tomkins,4.0,4.0,Crystal Palace,18,0.53,23,0.56,23,0.42,23,1.58,18,0.53,8,0.23,4,0.10,2,0.07,0.00
D,242,Ward,4.5,4.5,Crystal Palace,75,2.02,73,1.47,73,1.05,70,4.39,67,1.84,53,1.56,44,1.46,42,1.30,0.00
G,243,Whitworth,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,244,André Gomes,4.4,4.4,Everton,9,0.43,13,0.57,13,0.54,14,1.17,14,0.61,16,0.67,16,0.76,16,0.63,0.00
D,245,Branthwaite,4.2,4.2,Everton,90,2.10,87,3.50,84,1.82,83,5.09,82,3.00,82,2.64,82,3.71,80,1.30,0.04
F,246,Calvert-Lewin,5.8,5.8,Everton,48,2.70,47,3.16,46,2.37,46,5.16,47,3.14,46,2.87,46,3.24,45,1.95,0.00
D,247,Coleman,4.4,4.4,Everton,38,1.19,41,1.94,41,1.18,41,3.07,39,1.70,42,1.64,38,2.00,39,0.92,0.00
M,248,Dele,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,2,0.14,3,0.21,4,0.27,5,0.24,0.00
M,249,A.Doucoure,5.5,5.5,Everton,79,2.75,76,3.23,75,2.44,74,5.35,73,3.01,72,2.80,72,3.26,70,2.03,0.00
M,250,Garner,4.9,4.9,Everton,79,2.40,78,2.81,77,2.20,76,4.79,76,2.70,76,2.53,77,2.96,73,1.89,0.00
M,251,Gbamin,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,252,Godfrey,4.3,4.3,Everton,43,1.28,43,2.01,43,1.17,43,3.10,43,1.85,42,1.63,42,2.13,43,0.91,0.00
M,253,Gray,5.3,5.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,254,Gana,4.8,4.8,Everton,48,1.53,47,1.71,49,1.49,49,3.19,47,1.66,50,1.67,47,1.76,50,1.41,0.00
D,255,Holgate,4.0,4.0,Sheffield Utd,68,0.61,72,1.33,73,1.67,71,3.98,66,1.15,68,2.16,0,0.00,58,1.09,0.00
M,256,Iwobi,5.3,5.3,Fulham,77,3.26,75,3.34,74,3.05,72,2.80,71,3.37,70,3.06,71,2.48,70,3.29,0.00
D,257,Keane,4.3,4.3,Everton,8,0.20,13,0.56,15,0.39,16,1.11,16,0.66,19,0.72,18,0.89,20,0.47,0.00
F,258,Maupay,4.9,4.9,Brentford,13,0.82,12,0.69,12,0.83,11,0.72,0,0.00,13,0.81,13,0.75,14,0.88,0.00
M,259,McNeil,5.4,5.4,Everton,89,3.57,85,4.29,82,3.04,81,6.76,81,4.00,80,3.69,80,4.23,82,2.60,0.00
D,260,Mykolenko,4.6,4.6,Everton,88,2.36,86,3.87,86,2.08,84,5.73,82,3.37,82,3.00,81,4.06,80,1.49,0.00
M,261,Onana,4.7,4.7,Everton,68,2.01,67,2.33,66,1.85,64,3.96,66,2.22,64,2.06,64,2.33,65,1.68,0.00
D,262,Patterson,4.3,4.3,Everton,9,0.26,8,0.34,10,0.28,11,0.78,12,0.46,11,0.40,15,0.67,13,0.32,0.00
G,263,Pickford,4.6,4.6,Everton,94,3.22,93,3.83,92,3.14,92,6.83,92,3.61,91,3.46,91,3.99,91,2.93,0.02
F,264,Simms,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,265,Tarkowski,4.6,4.6,Everton,92,2.29,90,3.84,89,2.00,88,5.69,89,3.45,87,2.97,87,4.15,85,1.43,0.00
G,266,J.Virginia,3.9,3.9,Everton,1,0.04,2,0.09,3,0.11,3,0.24,3,0.13,4,0.16,3,0.15,4,0.13,0.00
M,267,Andreas,5.3,5.3,Fulham,73,3.57,72,3.81,70,3.37,69,3.15,70,3.92,68,3.53,68,2.75,69,3.79,0.00
M,268,Cairney,4.9,4.9,Fulham,18,0.83,21,0.98,22,1.00,22,0.96,25,1.21,28,1.23,29,1.12,30,1.39,0.00
M,269,I.Cavaleiro,5.0,5.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,270,De Cordova-Reid,5.3,5.3,Fulham,19,1.03,22,1.23,24,1.26,25,1.23,25,1.41,26,1.40,25,1.13,28,1.55,0.00
D,271,Diop,4.4,4.4,Fulham,11,0.36,15,0.46,20,0.56,21,0.47,21,0.87,26,0.79,25,0.52,26,0.86,0.00
M,272,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,273,Knockaert,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,274,Kongolo,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,275,Leno,4.8,4.8,Fulham,94,3.54,93,3.39,92,3.33,92,3.05,91,3.79,91,3.34,90,2.97,90,3.43,0.01
M,276,Lukić,4.3,4.3,Fulham,44,1.78,42,1.80,43,1.73,44,1.68,43,1.90,46,1.86,45,1.58,47,2.01,0.00
D,277,Mbabu,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,278,Mitrović,7.4,7.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,279,Muniz,4.6,4.6,Fulham,80,3.97,79,4.22,76,3.73,73,3.42,73,4.03,73,3.83,72,2.89,72,4.07,0.04
M,280,J.Palhinha,5.0,5.0,Fulham,89,2.51,85,2.47,83,2.30,81,2.14,75,2.36,69,2.00,65,1.63,62,1.89,0.00
D,281,Ream,4.5,4.5,Fulham,1,0.04,2,0.08,5,0.15,5,0.13,6,0.22,7,0.21,6,0.16,7,0.24,0.00
M,282,Reed,4.4,4.4,Fulham,25,1.03,27,1.10,29,1.11,30,1.14,31,1.29,33,1.26,35,1.21,35,1.37,0.00
D,283,Robinson,4.6,4.6,Fulham,90,2.82,86,2.58,84,2.34,83,1.71,82,3.41,82,2.45,81,1.54,81,2.69,0.01
G,284,Rodák,3.9,3.9,Fulham,1,0.05,2,0.07,3,0.10,3,0.10,3,0.14,4,0.14,4,0.13,4,0.17,0.00
D,285,Tete,4.4,4.4,Fulham,12,0.46,16,0.62,19,0.66,21,0.63,22,1.01,21,0.79,25,0.68,24,0.95,0.00
D,286,Tosin,4.3,4.3,Fulham,88,2.73,87,2.54,83,2.24,82,1.66,82,3.31,79,2.30,79,1.50,80,2.57,0.00
F,287,Vinícius,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,288,Wilson,5.3,5.3,Fulham,44,2.32,44,2.45,41,2.13,43,2.12,43,2.53,45,2.41,44,1.91,43,2.54,0.00
G,289,Adrián,3.9,3.9,Liverpool,2,0.07,2,0.07,1,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,290,Alexander-Arnold,8.5,8.5,Liverpool,21,1.49,32,1.51,66,4.28,80,8.06,78,3.82,78,3.76,77,3.24,76,4.90,0.00
G,291,A.Becker,5.7,5.7,Liverpool,0,0.00,15,0.56,53,2.39,91,7.46,91,3.56,91,3.39,91,3.38,91,4.04,0.00
M,292,Bajcetic,4.7,4.7,Liverpool,0,0.00,0,0.00,0,0.00,5,0.44,7,0.28,7,0.31,7,0.30,7,0.30,0.00
F,293,Darwin,7.5,7.5,Liverpool,79,6.59,77,4.82,72,5.21,67,8.19,68,4.45,67,4.90,69,4.28,65,5.03,0.16
M,294,Diogo J.,8.0,8.0,Liverpool,11,1.02,22,1.45,43,3.30,50,6.42,51,3.42,52,3.80,52,3.27,53,4.22,0.00
M,295,Elliott,4.8,4.8,Liverpool,24,1.67,22,1.25,19,1.20,18,2.06,19,1.15,18,1.11,16,0.93,19,1.21,0.00
M,296,Fabinho,5.0,5.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,297,Gakpo,7.2,7.2,Liverpool,33,2.62,31,1.91,26,1.81,25,3.04,27,1.72,26,1.82,25,1.56,27,1.95,0.00
D,298,Gomez,4.6,4.6,Liverpool,68,3.27,59,1.88,44,2.05,41,3.10,41,1.45,40,1.33,40,1.23,41,1.87,0.00
M,299,Henderson,5.0,5.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,300,Jones,4.9,4.9,Liverpool,29,1.49,38,1.57,56,2.60,55,4.51,52,2.17,51,2.23,52,2.08,53,2.48,0.00
G,301,Kelleher,3.8,3.8,Liverpool,94,4.29,78,2.92,41,1.83,4,0.29,4,0.15,4,0.14,3,0.13,3,0.15,0.09
D,302,Konaté,4.9,4.9,Liverpool,89,4.26,85,2.56,83,3.70,81,5.75,80,2.61,79,2.37,79,2.17,72,3.16,0.01
M,303,Luis Díaz,7.5,7.5,Liverpool,78,5.92,72,4.09,66,4.48,65,7.36,63,3.76,62,3.98,63,3.51,62,4.35,0.01
M,304,Mac Allister,5.8,5.8,Liverpool,78,4.17,77,3.16,74,3.58,73,5.98,72,3.06,71,3.21,72,2.90,70,3.49,0.00
D,305,Matip,4.8,4.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,0.71,0.00
D,306,Phillips,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,307,Robertson,6.4,6.4,Liverpool,12,0.79,27,1.19,50,2.96,54,5.13,52,2.40,53,2.37,55,2.17,49,2.92,0.01
M,308,Salah,13.2,13.1,Liverpool,88,9.04,86,6.04,81,6.95,81,10.93,80,5.78,79,6.43,80,5.36,79,6.99,0.44
M,309,Szoboszlai,7.1,7.1,Liverpool,72,5.20,68,3.68,67,4.06,65,6.62,64,3.44,63,3.62,63,3.19,60,3.72,0.00
M,310,Thiago,4.7,4.7,Liverpool,0,0.00,0,0.00,0,0.00,2,0.19,5,0.24,13,0.59,14,0.63,15,0.74,0.00
D,311,Tsimikas,4.5,4.5,Liverpool,26,1.66,24,1.07,14,0.80,11,1.07,13,0.60,14,0.66,14,0.58,16,0.89,0.00
D,312,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,313,Virgil,6.6,6.6,Liverpool,92,4.88,88,2.98,86,4.25,85,6.65,83,3.06,81,2.77,80,2.51,80,3.87,0.22
F,314,Adebayo,4.9,4.9,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,31,1.54,0.00
D,315,Andersen,3.9,3.9,Luton,0,0.00,0,0.00,0,0.00,9,0.29,19,0.50,37,1.10,42,0.91,34,0.98,0.00
D,316,Bell,3.9,3.9,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,26,0.76,0.00
M,317,Berry,4.6,4.6,Luton,60,1.90,52,2.21,54,1.68,33,1.61,25,1.14,17,0.83,15,0.71,11,0.56,0.00
D,318,Burke,4.0,4.0,Luton,63,0.72,71,1.96,73,0.60,56,1.82,47,1.34,37,1.22,33,0.88,26,0.86,0.00
M,319,Campbell,4.9,4.9,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,320,Clark,4.8,4.8,Luton,61,1.81,59,2.20,61,1.75,52,2.11,46,1.72,35,1.45,32,1.26,27,1.19,0.00
D,321,Doughty,4.7,4.7,Luton,67,1.09,80,3.11,84,0.98,81,3.69,82,2.87,81,3.33,80,2.41,77,3.26,0.30
M,322,Freeman,4.9,4.9,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,323,Macey,4.0,4.0,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,324,McAtee,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,325,Mendes,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,326,Morris,5.1,5.1,Luton,88,2.99,85,4.29,83,2.70,80,4.38,78,3.46,78,3.76,77,3.40,73,3.71,0.08
F,327,Muskwe,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,328,Ogbene,4.9,4.9,Luton,0,0.00,0,0.00,0,0.00,49,2.10,65,2.38,73,2.82,73,2.63,68,2.73,0.00
M,329,Onyedinma,5.0,5.0,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,330,Osho,4.4,4.4,Luton,20,0.20,35,0.87,73,0.44,83,2.36,83,1.96,82,2.26,81,1.59,81,2.11,0.00
F,331,Pepple,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,332,Pereira,4.4,4.4,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,333,Potts,3.9,3.9,Luton,0,0.00,0,0.00,0,0.00,4,0.14,9,0.29,12,0.44,15,0.43,11,0.39,0.00
M,334,Rea,4.4,4.4,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,335,Shea,4.2,4.2,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,336,Taylor,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,337,Thorpe,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,338,Walton,4.0,4.0,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,339,Watson,4.4,4.4,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,340,Woodrow,4.3,4.3,Luton,49,1.83,44,2.30,48,1.70,30,1.77,22,1.19,11,0.66,10,0.58,6,0.45,0.00
D,341,Akanji,4.9,4.9,Man City,86,3.75,84,4.00,73,3.90,66,2.70,61,2.81,57,2.94,55,4.12,54,2.62,0.00
D,342,Aké,5.1,5.1,Man City,18,0.83,30,1.47,59,3.25,60,2.54,60,2.84,57,3.03,56,4.31,55,2.75,0.09
F,343,J.Alvarez,6.4,6.4,Man City,55,3.76,57,3.48,56,4.73,56,3.51,54,3.56,54,4.07,56,7.13,54,4.05,0.01
M,344,Bernardo,6.2,6.2,Man City,57,2.95,57,2.69,59,3.64,56,2.69,59,2.95,58,3.26,57,5.37,57,3.19,0.00
M,345,Bobb,4.4,4.4,Man City,8,0.67,10,0.74,11,1.04,11,0.76,12,0.88,13,1.06,13,1.80,14,1.10,0.00
D,346,Cancelo,5.8,5.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,347,Carson,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,348,Charles,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,349,De Bruyne,10.4,10.4,Man City,72,5.08,68,4.36,67,5.82,68,4.30,65,4.41,64,4.94,64,8.13,63,4.78,0.01
D,350,Rúben,5.5,5.5,Man City,89,3.93,84,4.05,78,4.25,74,3.12,73,3.44,71,3.74,68,5.23,67,3.33,0.05
M,351,Doyle,4.4,4.4,Wolves,31,1.39,37,1.58,39,1.54,40,3.07,37,1.71,0,0.00,34,1.47,33,1.18,0.00
G,352,Ederson M.,5.5,5.5,Man City,93,3.88,92,4.09,91,4.22,91,3.70,92,3.98,91,4.24,91,7.05,90,4.00,0.05
M,353,Foden,8.1,8.1,Man City,77,4.99,76,4.45,73,5.91,75,4.37,72,4.47,72,5.13,71,8.31,72,5.00,0.51
M,354,Grealish,7.2,7.2,Man City,37,2.37,38,2.21,36,2.77,36,2.14,38,2.37,37,2.57,38,4.44,36,2.50,0.00
F,355,Haaland,14.3,14.3,Man City,89,7.47,85,6.02,81,8.60,83,6.06,79,6.08,80,7.30,81,11.63,79,7.10,0.85
M,356,Kovačić,4.6,4.6,Man City,46,2.07,48,2.04,44,2.28,44,1.87,44,1.95,42,2.03,42,3.46,43,2.03,0.00
D,357,Laporte,4.9,4.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,358,R.Lewis,4.2,4.2,Man City,59,2.94,56,2.95,42,2.48,26,1.23,22,1.12,19,1.02,16,1.36,17,0.89,0.00
M,359,Mahrez,7.5,7.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,360,McAtee,4.4,4.4,Sheffield Utd,49,1.79,54,2.15,52,2.15,53,4.64,50,1.98,47,2.17,47,1.85,45,1.91,0.00
G,361,Ortega Moreno,3.7,3.7,Man City,2,0.08,3,0.14,4,0.19,4,0.16,3,0.14,4,0.19,4,0.30,5,0.21,0.00
M,362,Palmer,5.8,5.7,Chelsea,85,5.53,83,5.99,81,5.21,80,3.38,77,4.01,77,9.98,77,8.70,74,5.19,0.95
M,363,Perrone,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,364,Phillips,4.7,4.7,West Ham,47,1.49,19,0.73,19,0.77,19,0.74,21,0.80,22,0.81,23,0.95,0,0.00,0.00
M,365,Rodrigo,5.6,5.6,Man City,90,3.34,88,3.12,84,3.64,77,2.68,80,2.92,85,3.40,84,5.65,83,3.27,0.00
D,366,Sergio Gómez,3.8,3.8,Man City,13,0.69,13,0.70,7,0.42,3,0.13,4,0.20,2,0.14,2,0.19,3,0.15,0.00
G,367,Steffen,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,368,Stones,5.3,5.3,Man City,0,0.00,0,0.00,30,1.71,71,3.13,66,3.23,62,3.40,62,4.89,61,3.16,0.00
